Name,About,Website
"
BAU CENTER
","
 Used Building Machinery Portal
Portal for used construction equipment. Existing since more than ten years. Number on in google for building Machinery. Used by 3 300 registrated members.",http://www.bau-center.com
"
CareerFoundry
","
 Mentored - Training - Online
Mentored - Training - Online 
Work with a mentor who is personally invested in your progress: get feedback on your daily work, and meet weekly on Skype. Our courses are custom-designed for you to learn, hands-on, as you build a portfolio project for your new career.
Learn ...",https://www.careerfoundry.com
"
culicoo
","
 Airbnb for chefs & catering
culicoo is a global marketplace for people to book professional chefs and catering for their events. Whether it is a private home dinner party, business meeting or any kind of event, the community of culicoo connects people with the perfect chef and catering.
Culicoo ...",http://www.culicoo.com
"
Teraki
","
 Beyond compression
Teraki's software solution works as an enabler for current and future IoT/M2M applications. It is a solution which goes beyond data compression and is uniquely adapted to a broad series of applications in core IoT/M2M market segments like SmartCity and Industry.",http://www.teraki.com
"
heyyo
","
 Spontaneous 30 second group video calls
30 second live group video calls. Seamlessly integrated with photo sharing.
heyyo lets you share life's fun moments more often, with real interaction.
30 seconds lets you connect with your friends, show them what’s happening, while keeping it short and exciting.",http://www.heyyo.me
"
kaputt.de
","
 kaputt.de is the online solution to broken electronic devices
kaputt.de is for broken electronics what google maps/goeuro.com is for comparing different means of transport (bus vs. train vs flight)
Customers visit kaputt.de with their broken product (cellphone, dishwasher, coffee machine). Our site guides them through the ...",http://www.kaputt.de
"
TechSpaghetti
","
 Reinventing storytelling for children. 
TechSpaghetti is reinventing storytelling through game based learning apps that enable children to bring their stories to life. The Story Make-a-tory creative studio enables children everywhere to create, enhance and share their unique multi-media stories, developing ...",http://www.techspaghetti.com
"
Enso
","
 Listen. Love. Share.
Enso is an intelligent personal music curator. It is a new and unobtrusive tool that eliminates the hustle around music recommendation and discovery process. In just few taps it serves the right soundtrack for the user's current activity and mood.
Enso is free ...",http://ensoplay.com
"
TreasureHunt
","
 Mobile can be the best place to play games
We believe any platform that can play games should have the best possible gaming experience for players. Right now, the best devices in the world being mobile phones and tablets have the worst games and gaming experiences.
We want to make mobile the best place ...",http://www.treasurehuntstudios.com/
"
Foreverly
","
 Einfach perfect heiraten
Foreverly is a marketplace which helps brides connect with their vendors.",http://www.foreverly.de
"
Flyiin
","
 We're here to bring choice, simplicity and excitement to online flight booking
Flyiin will build and grow an Air Travel Marketplace where leisure and unmanaged business travelers will be able to find the “right product at the right price at the right time” directly from airlines.
Flyiin will use the latest XML-based data transmission standard ...",http://flyiin.com
"
Beemgee
","
 SaaS plot-outlining tool for storytellers
Beemgee helps burgeoning and professional authors to organise the plots and develop the characters of their fiction stories – whatever the media, stage, page or screen. It is uniquely simply using latest standards in natural user interface.
Media industries like ...",http://www.beemgee.com
"
Nero Commerce UG (Gourmesso Europe)
","
 Fairtrade and organic coffee capsules for Nespresso(R) machines
 Nero Commerce is the Berlin-based company behind the Gourmesso brand and was founded 2012 to offer Nespresso®* compatible capsules to customers for a reasonable price. We believe in offering high quality, excellent tasting espresso along with friendly, first class ...",http://www.gourmesso.de
"
ParkingList BW UG (haftungsbeschränkt)
","
 shared parking and more
ParkingList is the place where you can share, let or rent a parking space. Already 5,000 locations in 3 countries can be found on the website and more than 45.000 visitors per month are recorded.
More information http://crowdinvesting.parking-list.de",http://www.parkinglist.de
"
MEDIGO
","
 Find Healthcare Worldwide
MEDIGO.com is a curated platform that helps patients to find and book affordable, high-quality medical care worldwide.",https://www.medigo.com/
"
iBondis
","
 The Innovative Financing Platform
iBondis is an innovative financing platform for small and medium companies in Europe, with headquarters in London and Berlin. iBondis revolutionizes the way of how smaller businesses access to finance by connecting them to a wide range of investors.",http://iBondis.com
"
conGane UG
","
 Geomarketing + CRM = ""GeoCRM""
is GeoCRM, which can be described as an innovative combination of Geomarketing and CRM-(plus ERP-) data.",http://www.congane.de (new website is under construction - launched in 12/2014)
"
GroopDoo
","
 Pre-fund group activities with peers.
GroopDoo is a platform to pre-fund group activities – with people you like.
You organize by starting a funding campaign or join in by co-funding it.
Get friends and peers to join activities, which you don't want to do alone or if you need more people.",http://www.groopdoo.com
"
Zim
","
 secRet music startup
Stealth music startup",http://ZIm.com
"
JustWatch
","
 
",
"
Lendico Global Services
","
 P2P Lending 
P2P Lending",http://www.lendico.com
"
SelfTrackIO
","
 Health data aggregator and analyzer
SelfTrackIO allows you to track, visualize, and analyze personal health data. Follow and create tracking plans that suit your needs, whether you track health conditions, mood, stress, fitness, or your personal happiness.
Choose tracking tools from our app store ...",https://selftrack.io
"
Home eat Home
","
 Pre packed cooking bags through pick up stations
Home eat Home has the mission to simplify each and everyone's way to daily dinner. For our service we combine an online app to choose and pay for our dinner boxes, with offline pick-up stations close to your workplace where you can pick up your package on the way ...",http://www.home-eat-home.de
"
Plinga
","
 Social Games everywhere!
",http://www.plinga.com
"
GrabAFruit
","
 Organic app map to shop locally
Organic and urban farming are still in their infancy…
We are going to give it the “Uber” boost it needs ",http://www.grabafruit.com
"
Ecosia
","
 The search engine that plants trees
Ecosia lets users plant trees by searching the web. In donating 80 percent of its surplus ad revenue, the search engine has raised over $3 million for rainforest protection and reforestation since its founding in December 2009. Ecosia's mission to cultivate a world ...",https://www.ecosia.org
"
ParkTAG
","
 solving the parking problem with automated crowdsourcing
ParkTAG gives you a head start on free street parking. Save time! Save fuel! Never circle the block again!
The app shows vacating parking spots in advance. You´ll see upcoming spots up to 10 minutes before other drivers. The app works via community involvement, ...",http://www.parktag.mobi
"
FATdrop
","
 pre-release music platform
FATdrop is a platform for pre-release music promotion and discovery. Our core product is a suite of web based tools that enable record labels to promote forthcoming releases to industry professionals.
We started 7 years ago, are a market leader, and are currently ...",http://www.fatdrop.co.uk
"
Crush Lab
","
 Exploring new ways of human-machine interaction.
Crush Lab is a non-profit research group that explores new ways of human-machine interaction.",http://web.crushlab.io
"
Cahoots
","
 Local media hub
Cahoots is a marketplace for local newspapers or broadcasters who want to build their digital presence. It will provide remote access to high profile interviews carried out in a central studio, video editing, graphics production, website design, as well as editing ...",http://none yet
"
BabyBICO
","
 Advanced baby monitoring devices
Bico is an advanced baby monitoring system which tracks babies’ movements and sounds. Through the use of colored indicators and vibration, parents can see and feel the condition of their baby even without their presence.
BICO PARENT is a bracelet with vibration ...",http://www.babybico.com
"
bloomsburys.de
","
 
",
"
shake fit
 ","
 The only sports nutrition you'll ever need.
The idea
There are hundreds if not thousands of shakes for athletes but none is configured to match the individual needs, objectives and training habits of every individual athlete. shake fit is revolutionizing this here and now! With shake fit, every athlete ...",http://shakefit.de
"
überlin
","
 Blah
dodeedo",http://www.uberlin.eu
"
Valise
","
 Improving the way we travel (localized, enriched experiences)
The Valise City Service V.
Currently operating in Berlin.",http://www.valise.me
"
komoot
","
 Navigation and Recommendation Technology for Outdoor Experiences
komoot is your personal guide for great outdoor experience. Millions of people all over Europe explore nature with our iPhone and Android app. We provide navigation and recommendation technology for cycling and hiking tours. It is our vision to enable everyone ...",http://www.komoot.de/jobs
"
Shoutbox

","
 Shoutbox is a micro voice blogging service. We are to Soundcloud, what Vine is to Youtube.
Sometimes we want to say more than we can express with simple text messages. It is hard to transfer emotions via simple letters. While videos are time consuming to produce, photos are too one dimensional at times. Shoutbox opens the doors for a brand new way of ...",http://www.shoutboxapp.net
"
JetLock
","
 electronic bicycle lock - solar powered & with GPS protection
The clever lightweight lock for more bike security
JetLock is the intelligent, elegant and practical bicycle lock solution. The new lock protects all bicycle types against spontaneous theft –
with alarm instead of heavy armour. Additionally a GPS signal can ...",http://www.jetlock.com
"
Karma Games
","
 Educational online-gaming-platform
Karma Games creates ""GAMES THAT MATTER."" We develop board and card games with CSR-related topics. The games are offered on- and offline and can be used as communication tools for companies. After playing the user can choose a charity project the corporate sponsor ...",http://www.karma-games.com
"
Neriad Games +Digital
","
 games for everyone! 
Software Development, Consulting and Development Services.
Neriad makes games and mobile apps, and provides consulting and affordable development services to indies, and other companies focused in art, design, strategy and monetization. We are not re-inventing ...",http://www.neriadgames.com
"
LiveSlide
","
 Make your party into a photo event in real time
Make your party a unique experience with LiveSlide. Your guests send their party pictures to your LiveSlide e-mail during the party. The photos then appear on your party screen in real-time animation. Even external guests can experience the party live via web link. ...",http://www.liveslide.tv
"
OnStartupJobs
","
 job portal for Startups
OnStartupJobs is the ultimate job portal for startup jobs in Europe. We aim to connect unique people with unique startups.
We want to be the”voice” for Startup hiring in Europe!!!",http://www.onstartupjobs.com/
"
Panfu
","
 
",http://www.panfu.com
"
RoadsWellTraveled
","
 Meaningful home decor and art
RoadsWellTraveled is an online brand synonymous with meaningful décor and art with an emphasis on artisan traditions at approachable price points. With RoadsWellTraveled‘s high quality pieces handmade by master craftsmen, it caters to conscious consumers in the ...",http://www.roadswelltraveled.com
"
Sparker
","
 Shopify for crowdfunding. Your brand, your crowd, your way.
",http://sparker.io
"
Investate
","
 Premium Real Estate for Premium Investors
Investate offers Premium Real Estate Worldwide.
Our Company objective is to offer the Best Real Estate - Commission Free.
We Provide the Possibility of Connecting our Exclusive Clients Directly to our Project Developers Worldwide.
We build networks and connections ...",https://investate.squarespace.com/
"
To be announced
","
 currently in stealth mode
working on disrupting the publishing education market.",http://www.entrepreneurship.de/
"
b-onstage
","
 The Easiest and Fastest way to get on Stage
b-onstage is a marketplace for Venues and Musicians.
b-onstage offers a simple way for Venues to offer gigs and manage their requests.
b-onstage offers the Musicians options for out-of-town gigs, without intermediary.
Our goal is to have live music in every ...",http://www.b-onstage.com
"
bluffgenius
","
 poker playing machine
""Learn while playing"": Customers learn poker by playing with a machine. Poker machine created with machine learning, learning done with big data hand database.",http://bluffgenius.com
"
ECONA AG
","
 
",http://www.econa.com
"
Museotainment
","
 PacMan & Indiana Jones meet Louvre
Our vision is to make museums to a place of culture AND entertainment. Today, museum visits are often a matter of boring information transfer.
We provide a SaaS CMS with which museums can ""manufacture"" game and storytelling based guides for visitor's smart phones ...",http://www.museotainment.de
"
Infopark AG
","
 SaaS CMS for Ruby on Rails
Infopark offers a multitenancy SaaS platform to provide content management and CRM functions to your web-application.
Infopark is based on Ruby-on-Rails. It adds a professional and scalable CMS as well as a sophisticated WebCRM to your website project. If you ...",http://www.infopark.com/
"
The Changer
","
 TechCrunch for the social sector
The Changer is an online platform that presents jobs, funding opportunities, news, and events for the social sector.
The Changer has identified a lack of transparency and the fragmentation of information within the social sector as central barriers to social ...",http://www.thechanger.org
"
mokono
","
 Enabling bloggers to generate ad revenue
We built several localised blog communities in Europe such as blog.de, blog.co.uk or blog.fr. When demand for blog monetisation rose, we built a one-stop shop for both bloggers and advertisers to connect and buy/sell advertising with leading ad formats, such as ...",http://www.mokono.com
"
Cashmere
","
 The Premium Retail Experience.
The Premium Retail Experience.
We're redefining mobile shopping from the ground up – delivering a beautiful, elegant and efficient experience for buying incredible clothes.",http://cashmereapp.com
"
PLURAL/MIXED
","
 
hold your horses",http://pluralmixed.com
"
Datango
","
 The company was sold to SAP AG (FSE: SAP.AG) in Jan. 2012
",http://www.datango.com
"
Vimcar
","
 leveraging car data
we leverage car data to provide services that are worth hard cash",http://www.vimcar.com
"
classiqs.com
","
 Online plattform for pre-selected boutiques, galleries and dealers of fine furnishings
We are building an online plattform for pre-selected boutiques, galleries and dealers of fine furnishings, art and jewellery.",https://www.classiqs.com
"
Berlin Metropolitan Office
","
 
",http://www.berlin-metropolitan-office.com
"
SanaCare (SC)
","
 SanaCare (SC) - extra care at home and special sanitary conditions
SanaCare (SC) - is our innovative product – Douche, bath and toilet – mobile and useful solution for those who need extra care at home and special sanitary conditions.
Unique features of the NEW product SanaCare - there are no such solution in such form and ...",http://www.mercad-service.com/
"
Thought of You
","
 Diary and Messenger in one 
Thought of You is the perfect combination of a private diary and a messaging app!
People can save their most important memories and thoughts by using texts, photos, music and YouTube videos and share it with family and friends. With this, users create their ...",http://thoughtofyou.com/
"
ShareZad
","
 Sharezad is a tool for discovering local places to go (or don't) according to your friends
http://sharezad.com
Sharezad is a tool for discovering the best places to go (or don't) according to your friends.
ShareZad is a Social Map network where you can register and share interesting points creating and sharig all kind of Map.
Zad stands for the spot ...",http://www.sharezad.com
"
ArtiFlix
","
 Simple art shopping
ArtiFlix wants to bridge the gap between the art enthusiast and artist by allowing the artist to express himself, showing his work step by step through pictures or time lapse and eventually selling his work online at very low commission fees. It's as easy as setting ...",http://www.artiflix.bplaced.net/about-us/
"
Aequitas Asset Management
","
 Asset Management
Asset Management",http://www.aequitas-asset.de
"
MediaXP Deutschland
","
 
",http://www.mediaxp.com
"
Rapid Deer
","
 
We are the company behind Hipventory:
http://www.hipventory.com",http://www.rapiddeer.com
"
Acrolinx
","
 Helps the world’s best companies speak with one voice
Acrolinx technology helps the world’s best companies speak with one voice – with content that’s more findable, readable, and engaging.
Our content optimization capabilities help companies like Adobe, Dell, Cisco, IBM, Philips, and Siemens align, enhance, and ...",http://www.acrolinx.com
"
Tyxo
","
 People discover fashion online
Tyxo, a platform that aggregates different fashion commerce sites in a single place. It helps you discover fashion products you’ll love. We do this by crawling the web for the hottest products, and recommending the ones that match our user’s personal style.
We’re ...",https://tyxo.com
"
AndroidPIT
","
 
Your site source for Android smartphone news, reviews, our own app store, forum, rooting videos, tips + tricks for getting the most out of your device.",http://www.androidpit.com
"
Talks Hub
","
 Übersetzungsagentur mit 300 Mitarbeiter in der ganzen Welt
Talks Hub übersetzt Wartungs- und Service Handbücher, Bedienungsanleitungen, Patente, wissenschaftliche Dokumente und Berichte, Forschungsarbeiten, lokalisiert Computerprogramme und CAD Zeichnungen und vieles mehr für praktisch jedes technische und wissenschaftliche ...",http://www.talkshub.net
"
Tint or Trust in talent
","
 The Talent match-maker
Tint is a matchmaker that introduces people with a talent to people with a project. No more scrolling through hundreds of profiles. Tint does it for you and informs you if another user matches your needs or needs your skill.
Once a project is finished it also ...",http://Www.trustintalent.lu
"
Teambay
","
 Benchmark Your Team Anonymous Feedback
",http://teambay.co
"
ParkTAG Social Parking
","
 
",http://www.parktag.mobi
"
hitzeroad
","
 how friends get together in the mobile age
We simplify living a social and colorful life.",http://www.hitzeroad.com
"
Grants4Apps
","
 
",https://www.grants4apps.com/#/accelerator/
"
We Want Cinema
","
 Cinema on Demand
We Want Cinema is the new online platform where you decide together what is shown in the movie theatre. The theatre is no longer in charge of the programming, you are! Old and new films, documentaries and compiled programs. What you want to see and when you want ...",http://wewantcinema.nl/en
"
Cortado AG
","
 File Sharing for Enterprises/Remote Printing
Cortado – formerly ThinPrint – has delivered solutions for the modern working world since 1999. Enterprise mobility, printing, virtualization and BYOD are the main focus of the company. Cortado combines innovative devices such as smartphones and tablets with the ...",http://www.cortado.com
"
Holly's Natural
","
 All Natural Cosmetics
All natural coffee scrub with organic essential oils targeting cellulite & rough skin.",http://www.hollysnatural.com
"
hopla
","
 Tinder for making friends
Hopla is a mobile app that makes starting a conversation with potential acquaintances fun and effortless.
Think about all your friends, you all met them at different times, locations and situations. There is only one Commonality, someone started a conversation.
The ...",http://hopla.berlin
"
Toastr
","
 Video-Transcoding Box
Toastr makes video transcoding boxes. They are hardware-based, high-performance, low-power, low-noise and most importantly, low-cost. One Toastr can transcode 4K HEVC Main Profile in realtime without hearing a fan spin.
Toastrs are also scalable - daisy-chain ...",http://toastr.ca
"
PubNative
","
 100% Native Mobile Ads
PubNative is a native advertising platform for mobile app developers allowing them to monetize their apps through native ads.
With the limited screen estate available on mobile phones comes the problem of display advertising. We are tyring to solve it through ...",http://pubnative.net
"
Tubber
","
 Interest and proximity filtered group messaging
Tubber is a mobile application for participating or listening to chats nearby within tubs.
The Tubs are universal once created but the user defines what messages he wants to see by setting a listening radius.
Tubs can exist for anything. Some examples of ...",http://www.tubber.co/
"
mobile timelines UG
","
 lovli -The family network
We are a team of experienced entrepreneurs and our mission is to create the #1 family network world wide. Our passion for the best user experience, slick but sexy products and effective performance based marketing enables us to build the best products for the most ...",http://www.lovliapp.com
"
GutenChef
","
 For people who love to cook and those who love to eat
GutenChef allows food lovers to taste the best homemade recipes in the house of the most exclusive chefs. The idea behind our app is to connect foodies, allowing them to make new friends and live together an unforgettable experience. Our selected chefs, professionals ...",http://www.gutenchef.com
"
WhaGoO UG
","
 Share your moments
WhaGoO let user share their best moments on events with other people.",http://www.whagoo.io
"
eese
","
 Create stories with others in real-time.
eese is a publishing platform that lets you write stories with others in a collaborative real-time enviorment. It´s easier than writing alone on your own blog because it connects you to other authors, helps you with distribution and no set-up is required. Compared ...",http://www.eese.com
"
Diabetes-Cure.me
","
 Living smart, quality life with Diabetes...
Diabetes-Cure.me offers a unique blood sugar monitoring and analysis platform designed to improve the health of people with Diabetes.
The “Sugar Guard” software creates a better living quality for those who are suffering from Diabetes and offers them a chance ...",http://diabetes-cure.me
"
Makers.do
","
 Start-up Incubator
MAKERS is a community of hands-on entrepreneurs, investors and experts that like to build startups. Our goal is to offer an ecosystem where founders can focus on launching early product versions quickly. That’s why we are all about sharing ideas, experiences, best ...",http://makers.do/
"
nerdle
","
 nerd-search-engine connects a online platform with IT headhunting
nerdle connects a job portal with the efficiency and the service of a headhunting agency. The matching of candidates and companies is maintained by nerds and technically supported by the platform. Optimum efficiency through qualitative recommendations is our ambition.
Nerdle ...",https://www.nerdle.de/
"
massagio
","
 High-quality massage on demand.
massagio delivers high-quality mobile massages on demand with just a few clicks. No matter if you want to relax at home, office or hotel - massagio makes it super easy to instantly book & quickly enjoy a consistent, fantastic massage experience at standardized ...",http://www.massagio.de
"
J-Blockbuster
","
 Berlin based int. film production
J-Blockbuster focuses on producing commercially successful feature films for an international audience. The aim of J-Blockbuster is to facilitate Juliane Block’s international experience to explore the new South-East Asian markets for German-international co-productions ...",http://www.j-blockbuster.com
"
Valmano
","
 Jewelry & Watches online shop
Valmano ist ein Online-Shop für Schmuck und Uhren von teils weltbekannten Marken wie Lacoste oder Escada. Neben exklusiven Designeruhren wird auch Designerschmuck für Damen und Herren angeboten. Valmano gehört zur Stainless Ecommerce GmbH, mit Firmensitz in Berlin",http://www.valmano.de
"
resmio
","
 resmio brings the whole restaurant customer journey online, with one easy-to-use software.
resmio brings the whole restaurant customer journey online, with one easy-to-use software. resmio.com provides a FREE online reservation tool to directly acquire guests via the own website and empower restaurants on everything that comes next in the customer journey ...",http://www.resmio.com
"
Salonmeister
","
 beauty appointments online booking platform 
Salonmeister lets you book personal appointments for your hairdresser or massage online. 24/7 a day with ratings and calendar overview for the salons and customers.
Currently fusioning with Wahanda to become market leader in Europe.",http://www.salonmeister.de
"
El Dorado Studio
","
 Photography professional services
We're ELDORADO, a young photography studio based in berlin. We offer photography services, e-commerce pictures, online store pics, book and portfolio images, product design, still life photography.",http://www.eldoradostudio.com
"
Klickrent
","
 Online Rental for Heavy Industry
Klickrent GmbH is a start up, founded in Berlin. Its goal is to radically change the online rental business in the machines and heavy equipment industry. Owners can profit from their machines when they're not in use by renting them out via klickrent while renters ...",http://www.klickrent.com
"
Presentation Hero Academy
","
 Save the world from bad presentations
Presentation Hero Academy is an online presentation course made of engaging video lessons linked to a community of presentation learners and experts where you will learn how to create presentations with one powerful, universal blueprint.
Go from motivating ...",http://preshero.co
"
LITTLE BIRD
","
 The online platform to search and find childcare places.
The LITTLE BIRD Ltd. is an IT company based in Berlin. Since 2009 we are developing a web-based application, which restructures the search, award and administration of childcare places and also minimizes rigid administrative bureaucracy. So to speak we transfer ...",http://business.little-bird.de/
"
D.C. Media Networks
","
 Disrupt the tradional agency market
Advertising technology to disrupt the traditional agency market. Our technology helps advertisers to understand their cross channel marketing and includes analysis' of offline marketing activities.",http://www.dcmn.com
"
ARTIST RADAR
","
 Flipboard for music, books and movies
Artist Radar is a personalized entertainment and news platform that transforms the way people stay up-to-date with their favorite artists. Users select their interests and favorite bands, book authors or movie actors and Artist Radar automatically collects the ...",http://www.artist-radar.com
"
DreamCheaper
","
 We make your hotel reservation cheaper
We find a better deal for your existing hotel reservation & rebook for you!
Simply forward your booking confirmation to [email protected] We then continuously scan for a better deal and rebook for you. In the end you stay in the same room you initially booked, ...",http://www.dreamcheaper.com
"
MCUBATE
","
 Berlin-based Company Builder
MCUBATE is a Berlin-based company builder founded in 2014.
We are lean entrepreneurs who invest in ideas and people.
We are experts in execution, long-term oriented, sustainable growth, project and product management, recruiting, process optimization and branding.",http://www.mcubate.com
"
Nestpick
","
 Discover and rent your next home entirely online.
Nestpick is a successful student start-up focusing on solving the housing problems for international students.
On our website students can effortlessly and securely rent their room online from anywhere in the world. By connecting students to verified, private ...",https://www.nestpick.com/
"
elopay
","
 the social network for payments
Vision: elopay is the easiest way to send money to anyone instantly
We're an independent social network for payments where users can make quick and secure payments to friends and family all over the world, and pay on-/offline merchants.
Where are we currently?
We ...",https://www.elopay.com
"
EHRBACHER Finance Recruitment
","
 Headhunting for Startups
We headhunt high-potentials for Start-ups and Corporates. Mainly in the field of Finance, Sales, HR, Legal and Tech.",http://www.ehrbacher.de
"
FanMiles
","
 Fan-Loyalty Programs
FanMiles develops and manages emotion-based FanLoyalty Programs globally for rights holders in sport, their
fans and sponsors.
Check out more information on what we do at http://www.sportmiles.us or visit one of our current FanLoyalty
Programs http://www.hsvbonus.de ...",http://fanmiles.com
"
kietsy
","
 Plattform for Local Information and Communication
With our mobile, aggregating and stimulating platform called Kietsy, we turn location-based information into valuable pieces that help engage with one’s environment.
We love the vibrancy of city life but don’t want to miss out on its opportunities, which are brought ...",http://www.kietsy.com
"
moodvise
","
 Daily feedback for happier work environments.
Our company moodvise is developing a tool that helps leaders to create happier work environments and improve retention by tracking their team's mood on a daily basis.",https://moodvise.com/
"
peeq
","
 Exchange 6-second videos with strangers, across the world.
Peeq app is a new mobile video chat. Using the app you can meet new people and get discovered with the Telescope - no matter where you or they are! Take a look at the life of fun friends from all over the world.
Peeq enables you to shoot 6 second videos and share ...",http://www.pq.am.
"
testerpool
","
 supplying testers on-demand
testerpool helps you find testers on-demand for your in-house tests.
Finding usability-, beta-, website- or app-testers for your tests tomorrow is finally easy, affordable and planable.
Testers can find tests on testerpool to earn rewards.
Companies offer rewards ...",http://www.testerpool.com
"
Motion Drive®
","
 Innovative Supercar Event & Incentive Company
We fulfill the wishes of every car enthusiast through the whole bandwidth of the automative fascination, from the classic Porsche 911 until the exotic Lamborghini Gallardo. Besides that, we help many newcomers to this world of sports cars to become enthusiasts!
With ...",http://www.motion-drive-rental.com
"
wordkiwi
","
 wordkiwi is an iOS app.
wordkiwi is an app available at the iOS Appstore which will let you experience language in a completely new way.
Features:
Translate 80 languages
English Dictionary and Thesaurus with millions of definitions, synonyms, antonyms & rhymes
Listen to your definitions ...",http://wordkiwi.com
"
Heiner Radau - Design Manufactory
","
 
One-man-fashion-company. Providing rare design pieces to the luxury fashion market, these artworks are entirely designed and made by Heiner Radau with the help of his friends. High creativity and high quality redefine what streetwear can be today.",
"
ucastme Agency
","
 Amazon for people
Ucastme is a Berlin based startup. Our self developed software enables
our customers to staff their events for host, model or commercial jobs. We combine the benefits from a temporary employment agency with the technology of the 21st century. We are fast, legally ...",http://www.ucastme.de
"
GladBills
","
 GladBills lets you create perfect invoices and quotes with ease.
GladBills lets you create perfect invoices and quotes with ease. ",https://gladbills.com
"
Pexels
","
 Best free stock photos in one place
Pexels aggregates the best free stock photos on one website. All photos are free for personal and commercial use. With the integrated search, popular and suggested photos it's really simple to find a perfect image for your website or blog article.",http://www.pexels.com
"
TRIBAX
","
 
",http://www.tribax.com
"
Minimove
","
 e-mobility concept from Germany
project GREEN PACK (today Mini Move)
Mini Move has to be re-named to GREEN PACK because motor company Mini Cooper has claimed that the name is too close to their name :(
The idea is a concept of ""e-mobility"" - 1 set of ""GREEN PACK battery"" that fits in the ...",http://www.minimove.de/
"
CouchJumping
","
 Event discovery and community building platform
CouchJumping(alternatively “EventJumping”) is an event discovery and community building platform. Users to find and meet with others in real-world events (similar to meetup.com) however we focus on easily allowing users to continue the interaction online after ...",http://www.couchjumping.com
"
LoyalPunch
","
 Mobile Loyalty & Recommendations
LoyalPunch puts loyalty punchcards, customer cards and a recommendation system for shops into one app. It makes bridging the gap between the offline and mobile world a breeze for local shops.",http://loyalpunch.com
"
bleech
","
 web development for creative agencies
We are a web development agency focussed on rapid high quality HTML5 development.
We dig concepts, creativity and client needs, love to contribute and always deliver in time.",http://bleech.de
"
Myvideo
","
 
",null
"
EventKingdom
","
 Online Post with event management
EventKingdom lets you be green with style and schmooz your guests, friends, family, colleagues. You can send digital post including a customizable envelope, customizable card(s) and rely page. You can choose among hundreds of lovely designs, upload your own personal ...",http://www.eventkingdom.com
"
NotPuffed-Up ART
","
 Eastern European ART joy - with no need to puff ART up!
Eastern European ART - with no need to puff ART up! New ART from emerging Eastern European ARTists for international ART lovers. ARTists promising and successful today, even more successful tomorrow? Meet the ARTists and become an ART curator yourself. Welcome ...",http://npuart.org
"
digItaly Berlin
","
 
",https://twitter.com/@digItalyBerlin
"
markenblick.de
","
 watch and enjoy brands
Watch your favorite brands and benefit from many advantages.",http://www.markenblick.de/
"
Gründerszene
","
 
",null
"
Kaeuferportal
","
 
",http://www.kaeuferportal.de
"
GameGenetics
","
 Smart Distribution of Digital Games
GameGenetics is a leading international distributor of free-to-play online and mobile games and an innovative Startup located in the center of Berlin. We are constantly looking for great talent and motivated new team members who want to strengthen our team and ...",http://www.gamegenetics.de
"
Akku für laptop / notebook
","
 Ersatz Akku für HP ProBook 6440b Laptop
http://www.meinakkus.com/hp-probook-6440b.htm
Ersatz Akku für HP ProBook 6440b Laptop
Vermeiden Sie, dass Ihr Notebook unnotig die ganze Nacht am Ladegerat hangt. Ist der Akku HP ProBook 6440b voll und Sie benutzen das Laptop nicht Dann entkoppeln Sie das Ladegerat/Netzteil ...",http://www.meinakkus.com
"
twago - teamwork across global offices
","
 
",http://www.twago.com
"
LmD Lastminute-Dealz
","
 Matching offer and demand in realtime
Via Lastminute-Dealz service providers can immediately offer Dealz for exact time slots. Consumers see these current offers when they are close by on their smartphones.",http://www.lastminute-dealz.de
"
Fortune Innovations Berlin
","
 Web Development in Berlin
web development berlin, application development berlin, web developer berlin, seo company berlin",http://berlin.fortuneinnovations.com/
"
Polly & Bob
","
 Polly & Bob is synonym to New Neighborhood
A New neighborhood is a place I love to belong to, it is a community around me, always at hand when I need something.
Polly & Bob stops the seperation of people in our societies.
Neighbors share, help, teach, sell, buy, chat, laugh, live, do stuff together. ...",http://www.pollyandbob.com
"
General Scripting
","
 
",
"
Phizzard
","
 CRO by Interactive Fitting Touchscreens
Phizzard increases sales for brick and mortar fashion stores with methods from e-commerce.
While trying-on our touchscreens help customers fastly find articles in right size or other colours. Without a need to leave the fitting room shop assistants will be informed ...",http://www.phizzard.com
"
trip.me
","
 
",http://www.trip.me
"
TradeMachines
","
 Largest Selection of Industry-Auctions
TradeMachines is an aggregator of industrial-machinery auctions. We create higher prices for sellers and a broad selection, fairness and transparency for buyers.",http://trademachines.com/
"
Bad Panda Records
","
 Music & lights
 Plotting a creative revolution. New digital 7/12'' every monday since'09. Pressing beautiful things.",https://soundcloud.com/bad-panda-records
"
SUPERNOVÆ
","
 Bureau for digital communication and design
",http://supernov.ae/
"
Blue and Shift
","
 Experimental platform for social mobility
Blue and Shift is a transport platform that empowers chauffeur fleets with mobile technologies, creating the first marketplace for on-demand transportation. Fleet managers can manage and share their vehicles and exchange reservations between fleets.
Blue ans Shift ...",http://blueandshift.com
"
JMB Jackson Mobile Berlin
","
 Mobile to internet SaaS
Jackson Mobile enables each business in the world, to start mobile-to internet campaigns for instance for marketing simple, affordable, efficient and perform them with excellent conversion rates. Our customers have huge conversion rates about 15 percent and more.
JayMob ...",http://www.jacksonmobile.de
"
Wonderpots
","
 Wonderpots the frozen yogurt and other good stuff company
Wonderpots the frozen yogurt and other good stuff company",http://www.wonderpots.de
"
Escapio
","
 
",http://en.escapio.com
